"row_id","value","n_parcels","shape_stratum","old_predicate_says_street","predicted_class","hand_label","agrees"
157,"7308 SCENIC BROOK DR AUSTIN TX 78736",1,"leading_digit",TRUE,"street","street",TRUE
158,"7404 COTTONTAIL CLIFF SAN ANTONIO TX 78253",1,"leading_digit",TRUE,"street","street",TRUE
159,"7406 BUCKBOARD LN SAN ANTONIO TX 78227",1,"leading_digit",TRUE,"street","street",TRUE
160,"7435 TRANQUILLO WY SAN ANTONIO TX 78266",1,"leading_digit",TRUE,"street","street",TRUE
161,"801 ANGLETON CV AUSTIN TX 78748",1,"leading_digit",TRUE,"street","street",TRUE
162,"817 SALADO CREEK LN GEORGETOWN TX 78633",1,"leading_digit",TRUE,"street","street",TRUE
163,"818 MAGNOLIA MIST SAN ANTONIO TX 78216",1,"leading_digit",TRUE,"street","street",TRUE
164,"8203 SCENIC RIDGE CV AUSTIN TX 78735",1,"leading_digit",TRUE,"street","street",TRUE
165,"845 CR 177 LEANDER TX 78641",1,"leading_digit",TRUE,"street","street",TRUE
166,"847 YANTICAW BROOK ST SAN ANTONIO TX 78260",1,"leading_digit",TRUE,"street","street",TRUE
167,"8608 ED KINGDOM DR AUSTIN TX 78748",1,"foreign",TRUE,"street","street",TRUE
168,"8612 ED KINGDOM DR AUSTIN TX 78748",1,"foreign",TRUE,"street","street",TRUE
169,"8669 I10 E CONVERSE TX 78109",1,"leading_digit",TRUE,"street","street",TRUE
170,"8806 LAGUNA FLS SAN ANTONIO TX 78251",1,"leading_digit",TRUE,"street","street",TRUE
171,"8935 WALNUT SPRINGS ",1,"short_le22",TRUE,"street","street",TRUE
172,"9019 YETT AVE SAN ANTONIO TX 78221",1,"leading_digit",TRUE,"street","street",TRUE
173,"911 CANADIAN GOOSE SAN ANTONIO TX 78245",1,"leading_digit",TRUE,"street","street",TRUE
174,"9112 LA SIESTA BND AUSTIN TX 78749",1,"leading_digit",TRUE,"street","street",TRUE
175,"916 E 32 ST 101 AUSTIN TX 78705",1,"leading_digit",TRUE,"street","street",TRUE
176,"921 SAN FERNANDO LN NEW BRAUNFELS TX 78132",2,"leading_digit",TRUE,"street","street",TRUE
177,"9212 LARSONS LN HELOTES TX 78023",1,"leading_digit",TRUE,"street","street",TRUE
178,"9227 OVERTON RD SAN ANTONIO TX 78217",1,"leading_digit",TRUE,"street","street",TRUE
179,"ADDRESS UNKNOWN 0 US",2,"short_le22",FALSE,"no_location","no_location",TRUE
180,"ADDRESS UNKNOWN FLORESVILLE TX",2,"no_digits",FALSE,"city_only","city_only",TRUE
181,"ADDRESS UNKNOWN PER DO US",4,"no_digits",FALSE,"no_location","no_location",TRUE
182,"ADDRESS UNKNOWN PER OPERATOR",68,"no_digits",FALSE,"no_location","no_location",TRUE
183,"ADDRESS UNKNOWN PIPE CREEK TX US",1,"no_digits",FALSE,"city_only","city_only",TRUE
184,"ALVARADO MARTIN A CELIA SAN ANTONIO TX 78245",1,"digit_not_leading",FALSE,"city_only","city_only",TRUE
185,"ANDRADE MARTINEZ MERLIN 252 GABLE ST KYLE TX 78640",1,"digit_not_leading",FALSE,"street","street",TRUE
186,"APACHE JUNCTION AZ 85119",10,"digit_not_leading",FALSE,"city_only","city_only",TRUE
187,"ATTN ACCT PAY TAX RENDITION PO BOX 2689 WACO TX 76702",1,"attn_prefix",FALSE,"street","street",TRUE
188,"ATTN AD VALOREM TAX DEPT PO BOX 4018 HOUSTON TX 77210",2,"attn_prefix",FALSE,"street","street",TRUE
189,"ATTN ANDERSON TRENA 205 CIR DR BUDA TX 78610",1,"attn_prefix",FALSE,"street","street",TRUE
190,"ATTN BOX 228 200 UNIVERSITY BLVD 225 ROUND ROCK TX 78665",1,"attn_prefix",FALSE,"street","street",TRUE
191,"ATTN BURKHART BRETT H COLLEEN O 101 OLD SETTLER RD KYLE TX 78640",1,"attn_prefix",FALSE,"street","street",TRUE
192,"ATTN CHAMBERS DOUGLAS L JUDITH A TRUES 181 BRIGHTON LN AUSTIN TX 78737",1,"attn_prefix",FALSE,"street","street",TRUE
193,"ATTN DEBORAH ELLIOTT 901 OLD RR 12 SAN MARCOS TX 78666",1,"attn_prefix",FALSE,"street","street",TRUE
194,"ATTN DONALD REEVES 505 RED CORRAL RANCH RD WIMBERLEY TX 78676",1,"attn_prefix",FALSE,"street","street",TRUE
195,"ATTN KAITLYN MILLER ",1,"short_le22",FALSE,"no_location","no_location",TRUE
196,"AV BOSQUES DEL VALLE 214 COLONIA BOSQUES DE VALLE SAN PEDRO GARZA GARCIA NUEVO LEON MX",1,"foreign",FALSE,"street","street",TRUE
197,"BOSQUE DE JACARANDAS 193 BOSQUEOLE LOS LOMAS 11700",1,"digit_not_leading",FALSE,"street","street",TRUE
198,"BOX 12 KINGSBURY TX 78638",1,"po_box",FALSE,"street","street",TRUE
199,"BOX 141 LA CO TX 78039",1,"short_le22",FALSE,"street","street",TRUE
200,"BOX 2330 BANDERA TX 78003",2,"po_box",FALSE,"street","street",TRUE
201,"BOX 238 CASTROVILLE TX 78009",2,"po_box",FALSE,"street","street",TRUE
202,"BOX 238 UNDEL PACIFIC BEACH WA 98571",1,"po_box",FALSE,"street","street",TRUE
203,"BOX 2689 WACO TX 76702",2,"short_le22",FALSE,"street","street",TRUE
204,"BOX 281 LA CO TX 78039",1,"short_le22",FALSE,"street","street",TRUE
205,"BOX 282 HONDO TX 78861",4,"short_le22",FALSE,"street","street",TRUE
206,"BOX 326 CHARLOTTE 78011",1,"po_box",FALSE,"street","street",TRUE
207,"BOX 338 POTEET TX 78065",1,"po_box",FALSE,"street","street",TRUE
208,"BOX 403 LA CO TX 78039",1,"short_le22",FALSE,"street","street",TRUE
209,"BULVERDE TX 78163",29,"short_le22",FALSE,"city_only","city_only",TRUE
210,"CALZADA DE LAS AGUILAS 830 CASA 35 MEXICO MX",1,"foreign",FALSE,"street","street",TRUE
211,"CLINT COONS TRUE KYLE TX 78640",1,"digit_not_leading",FALSE,"city_only","city_only",TRUE
212,"CLUB CAPESTRE 5 QUERETARO 76190",1,"digit_not_leading",FALSE,"city_only","street",FALSE
213,"CMR 427 BOX 1429 APO AE 9630 US",1,"digit_not_leading",FALSE,"street","street",TRUE
214,"CO DUCHARME MCMILLEN ASSOC ",2,"co_prefix",FALSE,"no_location","no_location",TRUE
215,"CO DUFF PHELPS PO BOX 2549 ADDISON TX 75001",1,"co_prefix",FALSE,"street","street",TRUE
216,"CO ESMERALDA MURILLO 602A N GRANGER ST GRANGER TX 76530",1,"co_prefix",FALSE,"street","street",TRUE
217,"CO FLORES ",1,"short_le22",FALSE,"no_location","no_location",TRUE
218,"CO HURTADO BRITTANY L HURTADO ASHILLEY MFAUSTO 420 OAK MWADOWS SAN MARCOS TX 78666",1,"co_prefix",FALSE,"street","street",TRUE
219,"CO JENNIE S MITCHELL 10020 ALCAN ST EL PASO TX 79924",1,"co_prefix",FALSE,"street","street",TRUE
220,"CO JOHN ALLRED 940 HUDSON LN NEW BRAUNFELS TX 78130",1,"co_prefix",FALSE,"street","street",TRUE
221,"CO OSCAR ORTIZ 465 SHEFFIELD RD SEGUIN TX 78155",1,"co_prefix",FALSE,"street","street",TRUE
222,"CO PRITCHARD TIMOTHY J D PRITCHARD BEVERLY COTRUES 23 CREEK SIDE DR WIMBERLEY TX 78676",1,"co_prefix",FALSE,"street","street",TRUE
223,"CO RYAN LLC AFFILIATE RYAN TAX COMPLIANCE SERVS ",1,"co_prefix",FALSE,"no_location","no_location",TRUE
224,"CO RYAN TAX COMPLIANCE SERVICES ",1,"co_prefix",FALSE,"no_location","no_location",TRUE
225,"CO TEXAS COUNTRY HOLDINGS LLC 5701 W SLAUGHTER LN A130 150 AUSTIN TX 78749",2,"co_prefix",FALSE,"street","street",TRUE
226,"COL BOSQUES DE TARANGO C P 01580 MX",1,"foreign",FALSE,"city_only","city_only",TRUE
227,"COL INFONAVIT CD SABINAS COAHUILA MEXICO MX",5,"foreign",FALSE,"city_only","city_only",TRUE
228,"COL MILITAR MARTE DELEG IZTACALCO CP 08830 MEXICO DF MX",1,"foreign",FALSE,"city_only","city_only",TRUE
229,"COL SAN ISIDRO TORREON COAHULA 27100 MX",1,"foreign",FALSE,"city_only","city_only",TRUE
230,"COSTA MESA CA 92627",1,"short_le22",FALSE,"city_only","city_only",TRUE
231,"CR 2220 647 MINEOLA TX 75773",1,"highway",FALSE,"street","street",TRUE
232,"CRAIG VEN SELLMAN BRANDA SELLMAN TRUES 460 CREEKSIDE DR BUDA TX 78610",2,"highway",FALSE,"street","street",TRUE
233,"CRM 480 BOX 2910 APO AE 99999",1,"highway",FALSE,"street","street",TRUE
234,"DECEASED PER RETURNED MAIL MAY 13 1996",1,"digit_not_leading",FALSE,"no_location","no_location",TRUE
235,"DENVER CO 99999",21,"short_le22",FALSE,"city_only","city_only",TRUE
236,"ELIZABETH SNYDER ADDRESS UNKNOWN",1,"no_digits",FALSE,"no_location","no_location",TRUE
237,"ELMENDORF 0 US",1,"short_le22",FALSE,"no_location","city_only",FALSE
238,"ENGLAND TIMOTHY D KUBBA DINA L TRUES 5618 S OLD BASTROP HWY SAN MARCOS TX 78666",1,"foreign",FALSE,"street","street",TRUE
239,"FKA DUFF PHELPS LLC PO BOX 2629 ADDISON TX 75001",21,"digit_not_leading",FALSE,"street","street",TRUE
240,"FM 2146 POTEET TX 78065",1,"highway",TRUE,"street","street",TRUE
241,"FM 327 ELMENDORF TX 78112",1,"highway",TRUE,"street","street",TRUE
242,"FRACC RESIDENCIAL SAN ANGEL PUEBLA PUEBLA 72190 MEXICO MX",1,"foreign",FALSE,"city_only","city_only",TRUE
243,"GORDON LINAM LEE ANN LINAM TRUES 200 HOOTS HOLLER WIMBERLEY TX 78676",1,"digit_not_leading",FALSE,"street","street",TRUE
244,"GUARDIAN OF ESTATE OF KIRK A KELLNER ",5,"no_digits",FALSE,"no_location","no_location",TRUE
245,"HAROLD H WIEDERSPAN UNKNOWN",1,"no_digits",FALSE,"no_location","no_location",TRUE
246,"HC 4 BOX 405 MARBLE FALLS TX 78654",1,"rural_route",TRUE,"street","street",TRUE
247,"HC 75 BOX 1201 LOS OJOS NM 87551",1,"rural_route",TRUE,"street","street",TRUE
248,"HC10 BOX 6715 SABANA GRANDE PR 637",1,"rural_route",FALSE,"street","street",TRUE
249,"HCR 3 BOX 85A DEL RIO TX 78840",1,"rural_route",FALSE,"street","street",TRUE
250,"HDA BONDENQUI 26 HDA VALLESCONDIDO ATIZAPAN EDO MEXICO 52937 MX",1,"foreign",FALSE,"street","street",TRUE
251,"HIGHWY 175 AND HIGHWY 90 MABANK TX",1,"highway",FALSE,"street","street",TRUE
252,"HOUSTON TX 77005",13,"short_le22",FALSE,"city_only","city_only",TRUE
253,"I ASHBROOK PL THE HILLS TX 78738",1,"digit_not_leading",FALSE,"city_only","street",FALSE
254,"INTERNATIONAL BUILDING SAN ANTONIO TX",1,"no_digits",FALSE,"city_only","city_only",TRUE
255,"KATIE HOOKER NEW BRAUNFELS TX US",1,"no_digits",FALSE,"city_only","city_only",TRUE
256,"KILLINEY COUNTY DUBLIN NU",1,"no_digits",FALSE,"city_only","city_only",TRUE
257,"LAST KNOWN ADDRESS INCORRECT CURRENT ADDRESS UNKNOWN",7,"no_digits",FALSE,"no_location","no_location",TRUE
258,"LITTLEFIELD BUILDING AUSTIN TX",1,"no_digits",FALSE,"city_only","city_only",TRUE
259,"LN JACK L JANE P 360 MANCHER LN AUSTIN TX 78737",1,"digit_not_leading",FALSE,"street","street",TRUE
260,"LOMAS DE SANTA FE ALVARO OBREGON 01210 00000 NU",2,"digit_not_leading",FALSE,"city_only","city_only",TRUE
261,"LULING WATER PLANT 00000",1,"digit_not_leading",FALSE,"no_location","no_location",TRUE
